1;ANGAITZA;8;Dólmen corto cerrado;Concejo de Beorburu. Ayuntamiento del Valle de Juslapeña;Cerca del alto de Angaitza;"A 15 minutos desde Beorburu, en dirección Norte
Hoja cartográfica Nº 115-12";Ulzama#0001_TEX_25.pdf#;4753750;603400;860;0.00544260978502137,-7.44615386328269;sábado, 15 de abril de 1905;P. Urra;"Túmulo circular poco determinable. Cámara de recinto rectangular, más bien trapecial por tender las paredes a cerrarse a la entrada. Cubierta desplazada al realizar la cata de reconocimiento, por lo que se encuentra fragmentada.
Documentado por tres diapositivas, en las que debido a la maleza tapa la conformación del monumento.

?  W.E.  10 m ?
      N. S.  11m 
      Altura aprox. 1m
      Tierra y piedra
                   Viane tiene medidas las losas
Hoy se ven
Losa de cabecera orientada a 15?
Losa N (W.E.) orientada a 120?
Losa S (W.E.) orientada a 77?
6 piedras ( A6 x 40)            al E.
1 piedrra (1 x 70) 
1 piedra  (1,3 x 1,7)         E. enterradas
1 piedra  ?                         E. enterradas
1 piedra 1 x 1 a SE  (cierre cámara ?)";En 1932, se realizó una cata de reconocimiento, por P. Urra;"P. Urra se lo comunicón a J.M. de Barandiarán y la cata de reconocimiento dio restos humanos cuyo paradero es desconocido.
Este dómen tiene posibilidades de ser reconstruido, colocándole la tapa . Hay que levantar un croquis y medir las locas.

Topónimo ARANGAITZ  en mapa 1/25.000     115-1

Bibliografía: J.M. de Barandiarán. Catálogo des stations. 1946
J.M. de Barandiarán . Hombre prehistórico. 1953";;Bloc 12. Atez Ulzama;Croquis;0001_DIB_1.pdf;Fotos;0001_FOT_2.pdf;;;;;;;;;;;;
273;ERMITAKO LEPOA II;2;Túmulo;Baztan;"A 6 km. del crómlech de Ermitako Lepoa, a 90º.
Hoja cartográfica Nº: 90-11";Saioa;;612750;4766750;910;43.0450741257997,-1.61570329793968;domingo, 25 de abril de 1982;Luis Millan;Túmulo circular de 3 m. de diámetro y 0,2 m. de altura. Cubierto de hierba. Algunas piedras en el centro. No tiene cráter central.;No se conoce;"Pedro Arrese efectuó una cata de reconocimiento. Aparecieron abundantes restes orgánicos quemados.

Bibliografía: Arqueología nº 7, 1988";;13 Baztan Sur;;;;;;;;;;;;;;;;
274;ERMITAKO LEPOA III;2;Túmulo;Baztan;"A 70 m. del crómlech de Ermitako Lepoa, a 325º.
Hoja cartográfica Nº: 90-11";Saioa;;612750;4766750;910;43.0450741257997,-1.61570329793968;domingo, 25 de abril de 1982;Luis Millan;Túmulo circular de 5 m. de diámetro y 0,5 m. de altura, sin cráter central. Cubierto de hierba. Algunas piedras en el centro.;No se conoce;Bibliografía: Arqueología nº 7, 1988;;13 Baztan Sur;;;;;;;;;;;;;;;;
275;ERMITAKO LEPOA;13;Monolito;Baztan;"A 55 m. del túmulo de Ermitako Lepoa, a 320º.
Hoja cartográfica Nº: 90-11";Saioa;;612750;4766750;910;43.0450741257997,-1.61570329793968;jueves, 14 de julio de 1983;Luis Millan;"Monolito de 1,25 m. de altura, 0,75 m. de ancho y 0,4 m. de grosor. Actualmente parece como se se tratase de dos gruesas losas colacadas una frente a otra, en posición vertical. Entre ambas hay piedras de menores dimensiones y más delgadas, colocadas por alguien, o acaso sea todo ello efecto de la erosión.
La orientación es a 25º.
Areniscas del terreno.";No se conoce;Bibliografía: Arqueología nº 7, 1988;;13 Baztan Sur;Croquis;0275_DIB_288.pdf;;;;;;;;;;;;;;
276;MATRAKOLA;1;Dolmen (arruinado);Baztan;"250 m. al E. del collado de Matrakola
Hoja cartográfica Nº: 90-11";Saioa;;612690;4766650;925;43.0441827938741,-1.61645997660154;jueves, 5 de septiembre de 1974;Francisco Ondarra;Túmulo de 16 m. de diámetro sin apenas altura. Tiene una losa hincada en su sitio. El conjunto presenta un aspecto arruinado.;;Bibliografía: Príncipe de Viana 140/141, pág. 422;;13 Baztan Sur;;;;;;;;;;;;;;;;
277;GOROSPIL LEPOA (I y II);5;Crómlech;Baztan - Ciga;"En le collado entre las cotas 1108 m. por el S. y 1043 m. y 1050 m. nor el N.
A 7 m. del llamado Pikuda Ipar.
Hoja cartográfica Nº: 90-12";Zuraurre;;617000;4770500;1000;43.0781892456731,-1.56275088081486;sábado, 14 de junio de 1975;Tomás López Sellés;"crómlech nº 1: 6 m. de diámetro y 8 testigos. Otros en el interior.
crómlech nº 2: 4,5 m. de diámetro y 5 testigos. Los testigos son de material calizo.";No se conoce;Bibliografía: Príncipe de Viana 144/145, pág. 339;;13 Baztan Sur;Croquis;0277_DIB_289.pdf;Fotos;0277_FOT_290.pdf;;;;;;;;;;;;
278;GOROSPIL LEPOA III;5;Crómlech;Baztan - Ciga;"En le collado entre las cotas 1108 m. por el S. y 1043 m. y 1050 m. nor el N.
Hoja cartográfica Nº: 90-12";Zuraurre;;617000;4770480;1005;43.0780092030958,-1.56275508962645;miércoles, 27 de julio de 1983;Francisco Ondarra;"4 m. de diámetro y  unos 10 testigos. Otros en el interior y también próximos en el exterior, todos pequeños y ocultos en entre la hierba. Areniscas.
Hito 1 (S.): 0,2 m. alto, 0,52 m. largo, 0,23/0,31 m. grueso.
Hito 2 (SSW): 0,4 m. largo.";No se conoce;Bibliografía: Arqueología nº 7, 1988;;13 Baztan Sur;Croquis;0277_DIB_289.pdf;Fotos;0277_FOT_290.pdf;;;;;;;;;;;;
279;GOROSPIL I;13;Monolito;Baztan - Ciga;"100 m. al N. de Gorospilgo Lepoa
Hoja cartográfica Nº: 90-12";Zuraurre;;617000;4770400;1015;43.0772890327266,-1.56277192448492;lunes, 16 de agosto de 1982;Luis Millan;Completamente tumbado. Mide 3,6 m. de largo y 0,42/0,98/0,4 m. de ancho y el material es arenisca del terreno.;No se conoce;Bibliografía: Arqueología nº 7, 1988;;13 Baztan Sur;Croquis;0279_DIB_291.pdf;;;;;;;;;;;;;;
280;GOROSPIL II;13;Monolito;Baztan;"A 25 m. y 220º de orientación de Gorospil I
Hoja cartográfica Nº: 90-12";Zuraurre;;617000;4770300;1030;43.0763888196297,-1.5627929671853;martes, 17 de julio de 1984;Francisco Ondarra;2,5 m. de largo por 1,1/1,45 m. de ancho por 0,3 m. de grueso. Está tumbado. Material: areniscas.;;Bibliografía: Arqueología nº 7, 1988;;13 Baztan Sur;;;;;;;;;;;;;;;;
281;PIKUDA IPAR;5;Crómlech;Baztan - Ciga;"En el collado de su nombre
Hoja cartográfica Nº: 90-12";Zuraurre;;617000;4770500;1000;43.0781892456731,-1.56275088081486;lunes, 10 de octubre de 1966;Francisco Ondarra;6 m. de diámetro y 13/14 testigosque destacan poco sobre el nivel del terrreno.;No se conoce;Bibliografía: Munibe 73. Contribución …;;13 Baztan Sur;;;;;;;;;;;;;;;;
282;KATILLEGIKO LEPOA (I y II);5;Crómlech;Baztan - Ciga;"25 m. al SW del dolmen
Hoja cartográfica Nº: 90-12";Zuraurre;;616925;4769920;1050;43.0729795724721,-1.56379387251694;jueves, 17 de mayo de 1973;Francisco Ondarra;"crómlech nº 1: Círculo de 5,5 m. de diámetro y 19 testigos, siendo el mayor el marcado con el nº1 con 0,2 m. de alto, 0,5 m. de largo y 0,05 m. de grueso. Arenisca.
crómlech nº 2: Situado a 1,5 m. del anterior. Es un círculo de 6 m. de diámetro y 12 testigos. El mayor mide 0,6 m. de alto, por 0,3 m. de largo y 0,2 m. de grueso e inclinado hacia el exterior.";No se conoce;Bibliografía: Príncipe de Viana 140/141, pág. 409;;13 Baztan Sur;Croquis;0287_DIB_294.pdf;;;;;;;;;;;;;;
283;KATILLEGIKO LEPOA (III a IX);5;Crómlech;Baztan - Ciga;"250 m. al S de Kateilegiko Lepoa I-II
Hoja cartográfica Nº: 90-12";Zuraurre;;616830;4769650;1095;43.0705636296781,-1.56501713045375;jueves, 17 de mayo de 1973;Francisco Ondarra (7). 1982-04-25 Luis Millan (3).;"crómlech nº 3: Diámetro de 7 m. Piedras pequeñas de arenisca.
crómlech nº 4: Diámetro de 12 m. Testigos de  unos 0,8 m. de altura.
crómlech nº 5: Diámetro de 6 m. En la periferia tiene 4 testigos.
crómlech nº 6: Diámetro de 5 m. En la periferia tiene 16 testigos.
crómlech nº 7: Diámetro de 6 m. En la periferia tiene 9 testigos.
crómlech nº 8: Diámetro de 7 m. 16 testigos, el mayor tiene 0,7 m. de largo.
crómlech nº 9: Diámetro de 7,5 m. 21 testigos de reducidas dimensiones.";No se conoce;Bibliografía: Príncipe de Viana 140/141, pág. 409;;13 Baztan Sur;Croquis;0287_DIB_294.pdf;;;;;;;;;;;;;;
284;PIKUDA HEGO;5;Crómlech;Baztan - Ciga;Hoja cartográfica Nº: 90-12;Zuraurre;;616830;4769650;1100;43.0705636296781,-1.56501713045375;lunes, 10 de octubre de 1966;Tomás López Sellés;crómlech tumulalr de 1 m. de altrua. Consta de 25/30 piedras de poca alzada.;No se conoce;Bibliografía: Munibe 1973. contribución…;;13 Baztan Sur;Croquis;0287_DIB_294.pdf;;;;;;;;;;;;;;
285;BAZTANADAR - BAZTANIBAR;1;Dolmen;Gaztelu;"En la divisoria territorial y de vertientes, cota 748.
Hoja cartográfica Nº: 90-7";Gaztelu;;610790;4772790;750;43.0997373248395,-1.63855738277542;martes, 10 de octubre de 1972;Francisco Ondarra;"Túmulo de 16 m. de diámetro y 2 m. de altura. 3 losas y otros tantos fragmentos de la tapa. Medidas:
Losa W: 1 m. alto por 1,9 m. largo y 0,3 m. grueso.
Losa N: 1,2 m. alto por 0,6 m. largo y 0,18 m. grueso.
Losa E: 1,2 m. alto por 2 m. largo y 0,45/0,5 m. grueso.
Losa 4 (fragmento): 1 m. largo por 0,7 m. ancho y 0,15 m. grueso.
Losa 5 (fragmento): 0,9 m. largo por 0,9 m. ancho y 0,15 m. grueso.
Losa 6 (fragmento): 0,9 m. largo por 0,9 m. ancho y 0,2/0,3 m. grueso.
Las losas W y N destacan por encima del túmulo. La cámara mediría 1,5 m. de largo y 1 m. de ancho.
Orientación N-S. Las tres primeras losas y la mayoría del túmulo son de areniscas. Las losas tumbadas son calizas piritosas.";No se conoce;Bibliografía: Príncipe de Viana 138/139, pág. 42;;13 Baztan Sur;Croquis;0285_DIB_292.pdf;Foto;0285_FOT_293.pdf;;;;;;;;;;;;
286;KATILLEGI;13;Monolito;Baztan - Ciga;"80 m. al W de los crómlech
Hoja cartográfica Nº: 90-12";Zuaurre;;616750;4769600;1085;43.0701258376799,-1.56600993709089;sábado, 13 de febrero de 1988;Luis Millan;;;;;13 Baztan Sur;Croquis;0285_DIB_292.pdf;Foto;0285_FOT_293.pdf;;;;;;;;;;;;
287;KATILLEGIKO LEPOA II;1;Dolmen;Baztan - Ciga;"En el collado de su nombre
Hoja cartográfica Nº: 90-12";Zuaurre;;616925;4769920;1050;43.0729795724721,-1.56379387251694;jueves, 17 de mayo de 1973;Francisco Ondarra;"Túmulo de 5 m. de diámetro y 0,6 m. de altura, formado por piedras. En el centro se elevan 2 losas. Medidas:
Losa 1:  0,9 m. largo y 0,03 m. grueso.
Losa 2:  0,3 m. largo y 0,3 m. grueso.
Las losas son de areniscas y el galgal está compuesto por una mezcla de calizas y otras rocas.";No se conoce;"En una palomera vecina hay una piedra de 1,9 m. de largo por 0,6 m. de ancho y 0,5 m. de grueso.

Bibliografía: Príncipe de Viana 140/141, pág. 408";;13 Baztan Sur;Croquis;0287_DIB_294.pdf;;;;;;;;;;;;;;
288;ARMATELA;1;Dolmen corto?;;Hoja cartográfica Nº: 91-5/A;Itinerario  nº 29.C;;621700;4774700;480;43.1152574914424,-1.50411389309107;domingo, 28 de mayo de 1905;F. Ondarra;"Túmulo circular de 10 m. de ? y 0,7/0,8 m. de altura, compuesto de tierra y piedras, cráter central de 3 m. de ? y 0,7 m. de profundidad máxima y en él 3 losas sumamente inclinadas al N, casi tumbadas.
Areniscas del terreno.";;;;13 Baztan Sur;Croquis;0288_DIB_295.pdf;Foto;0288_FOT_296.pdf;;;;;;;;;;;;
289;MEAKAKO LEPOA;1;Dolmen?;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0289_DIB_298.pdf;Foto;0289_FOT_297.pdf;;;;;;;;;;;;
290;TURREIKO ASKA;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0290_DIB_299.pdf;Foto;0290_FOT_300.pdf;;;;;;;;;;;;
291;LARREBELTZ SORTALDE;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0290_DIB_299.pdf;Foto;0290_FOT_300.pdf;;;;;;;;;;;;
292;LARREBELTZ MENDEBAL;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0292_DIB_303.pdf;;;;;;;;;;;;;;
293;TRANPAKO LEPOA;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0293_DIB_304.pdf;Foto;http://Foto;;;;;;;;;;;;
294;TRANPAKO BORDA;7;Dolmen corto abierto?;;Hoja cartográfica Nº: 91-5/C;;;622900;4772310;790;43.0935494611623,-1.48989800406264;domingo, 28 de mayo de 1905;T. López Sellés y F. Ondarra;"Túmulo circular de 6,5 m. de ? y poca altura. Cámara formada por dos losas, siendo la más larga de 1,4 m. destacando poco del suelo.
Areniscas del terreno.";;;;13 Baztan Sur;Croquis;0294_DIB_306.pdf;;;;;;;;;;;;;;
295;ZAHARRETA SORTALDE;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0295_DIB_307.pdf;Fotos;0295_FOT_308.pdf;;;;;;;;;;;;
296;ZAHARRETA MENDABAL;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0296_DIB_309.pdf;;;;;;;;;;;;;;
297;URKIZTE - I;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0297_DIB_310.pdf;Fotos;0297_FOT_311.pdf;;;;;;;;;;;;
298;URKIZTE - II;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0297_DIB_310.pdf;Fotos;0297_FOT_311.pdf;;;;;;;;;;;;
299;URKIZTE - III;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0299_DIB_313.pdf;Fotos;0297_FOT_311.pdf;;;;;;;;;;;;
300;URKIZTE - IV;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0300_DIB_314.pdf;Fotos;0297_FOT_311.pdf;;;;;;;;;;;;
301;URKIZTE - V;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0301_DIB_315.pdf;Fotos;0297_FOT_311.pdf;;;;;;;;;;;;
302;MUNDDURRU;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0302_DIB_316.pdf;;;;;;;;;;;;;;
303;EHIARTZEKO LEPOA;13;Monolito;;Aldudes;;;;;;;;;;;;;13 Baztan Sur;Croquis;0303_DIB_317.pdf;Foto;0303_FOT_318.pdf;;;;;;;;;;;;
304;ARGIBELKO LEPOA;1;Dolmen corto cerrrado?;;;;;624500;4771570;920;43.0866270874141,-1.4704110407607;jueves, 11 de mayo de 1905;J.M.Barandiaran;"Túmulo circular poco acusado. Cámara de tres losas que dibujan recinto rectangular. Parece faltar la losa de cierre, ya que las losas mayores presentan sendas muescas o cortes en su extremo inferior de lado SW como para encajar en ellas una losa transversal. Esta losa parecería formar ventana. Hoy se ha construido sobre el recinto una choza o pequeño redil, levantando una pared al E y otra al W. 
Orientación SW. Areniscas del terreno.";No se conoce;Las últimas noticias sobre este dolmen datan del 11-01-1973 dadas por Francisco Ondarra, quien no ha podido localizarlo, viendo solamente en el lugar donde estuvo ubicado ruinas de alguna palomera.;;13 Baztan Sur;Croquis;0304_DIB_319.pdf;;;;;;;;;;;;;;
305;ARGIBELKO - I;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0305_DIB_320.pdf;;;;;;;;;;;;;;
306;ARGIBEL - II;5;Crómlech;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0306_DIB_321.pdf;;;;;;;;;;;;;;
307;ARGIBEL - III;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0307_DIB_322.pdf;;;;;;;;;;;;;;
308;ARGIBEL - IV;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0308_DIB_323.pdf;;;;;;;;;;;;;;
309;ARGIBELGO LEPOA;13;Monolito?;;Hoja cartográfica Nº: 91-5/D;Nº 29-D;;624570;4771300;940;43.0841851212065,-1.46961184809512;;;"Tendido en posición horizontal.
Piedra de arenisca roja que mide 4,3 m. de largo, 1,2 m. a 2,8 m. de ancho y 0,35 m. de grueso medio.
Mira a los 50º.";;71-LL/XIII;;13 Baztan Sur;Croquis;0309_DIB_324.pdf;;;;;;;;;;;;;;
310;HARRIKULUNKA;13;Monolito;;Situada al E del monte Agibel, pocos mmetros antes de la pala.;Nº 29-D;;;;;;;;"Roca de unas 30 Tm. Y en equilibrio inestable. Puede ser fácilmente movida con la mano o encaramándose sobre ella.
Tiene 4 m. de larga, 3,65 m. de ancha y 1,4 m. de grosor.";;;;13 Baztan Sur;;;;;;;;;;;;;;;;
311;ZAGUA;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0311_DIB_325.pdf;Fotos;http://Fotos;;;;;;;;;;;;
312;ZAGUA;13;Monolito;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0312_DIB_327.pdf;;;;;;;;;;;;;;
313;ZAGUAKO LEPOA;2;Túmulo;;;;;622870;4766715;1165;43.0431889553441,-1.49150235378745;domingo, 4 de junio de 1905;L.M.S.;;;;;13 Baztan Sur;;;;;;;;;;;;;;;;
314;ZAHO;1;Dolmen?  y monolito;Alduides;;Nº 29-D;;624660;4771150;920;43.0828200705819,-1.46854019313439;miércoles, 3 de mayo de 1905;J.M. Barandiaran;Túmulo circular de 10 m. de ? y 1,5 m. de altura. Cráter central sin losas de cámara. Areniscas del terreno.;No se conoce;"La zona está considerada como una estación dolménica, a uno y otro lado de la frontera internacional.
En esta zona, además de este dolmen y del monolito, se encuentran un túmulo y tres crómlech.";;13 Baztan Sur;Croquis;0314_DIB_328.pdf;Fotos;0314_FOT_329.pdf;;;;;;;;;;;;
315;SUSTERRA;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0315_DIB_330.pdf;;;;;;;;;;;;;;
316;SUSTERRA HEGO;1;Dolmen;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0316_DIB_331.pdf;Foto;0316_FOT_332.pdf;;;;;;;;;;;;
317;EGURTEGI;5;Crómlech;;;;;;;;;;;;;;;13 Baztan Sur;Croquis;0317_DIB_335.pdf;3 Fotos;0317_FOT_336.pdf;;;;;;;;;;;;
318;ESKAINKO LEPOA (ORIENTAL);5;Crómlech (3);Ezkurra;"A pocos metros de los otros en línea E-W
Hoja cartográfica Nº: 90-5";Erasun;;595765;4772450;975;43.0987239160294,-1.8232095592841;martes, 18 de abril de 1905;Juan Miguel Sansinenea;Situado en el vértice del collado. Son sencillos y pequeños, salvo el mediano. Su diámetro de 4,3 m por 3,6 m. y consta de 8 losas con una hincada en el eje.;;Bibliografía: Munibe, Cuadernos 2 y 3 de 1960.;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Croquis;0318_DIB_337.pdf;Fotos;0318_FOT_338.pdf;Mapa;0321_MAP_371.pdf;;;;;;;;;;
319;ESKAINKO LEPOA (CENTRAL);5;Crómlech (2);Ezkurra;"En la faldaz SE del monte Olegi, poco antes del collado 
Hoja cartográfica Nº: 90-5";Erasun;;595740;4772460;978;43.0988171049545,-1.82351497982248;martes, 18 de abril de 1905;Juan Miguel Sansinenea;Difíciles de reconocer, al igual que los siguientes en línea W-E;No se conoce;"José Miguel Barandiaran en su trabajo ""Contribución al estudio de los curomlechs pirenaicos"" de 1949 menciona 6 crómlech y no 14, como posteriormente inventarió el Sr. Sansinenea .
Lo cierto es que más hacia el S del collado se distinguen algunas formaciones más o menos circulares, estando el terreno salpicado de piedras que confunden.

Bibliografía: Munibe, Cuadernos 2 y 3 de 1960.";;11 Ezkurra - Bertiz Arana (Basaburua Menor);Croquis;0319_DIB_340.pdf;Fotos;0319_FOT_339.pdf;Mapa;0321_MAP_371.pdf;;;;;;;;;;
320;ESKAINKO LEPOA (OCCIDENTAL);5;Crómlech;Ezkurra;"En el collado, divisoria de aguas, entre Olegi y Elazmumo
Hoja cartográfica Nº: 90-5";Erasun;;595670;4772480;975;43.0990060053768,-1.82437154047058;martes, 18 de abril de 1905;Juan Miguel Sansinenea;"28 testigos. Lajas de areniscas triásicas de color rojizo. Dos de ellas se yerguen en el vértice del arco oriental y forman una puerta de 3,1 m. de ancho. Frente a ellas y al W aparece tumbada una gran losa de 2,65 m. por 3,5 m. inmediatemanete al exterior del vértice occidental.
El conjunto forma un círculo cuyo diámetro EW es de 7,6 m. y el SN tiene 6,8 m.";No se conoce;"Existen crómlech análogos en Goizueta, en las zonas Kalbario Gurutz (antes Arriurdiñeta) y Abade Gurutz. Los datos anaotados son de Luis Peña Basurto en 1960.

Bibliografía: Munibe, Cuadernos 2 y 3 de 1960.";;11 Ezkurra - Bertiz Arana (Basaburua Menor);Croquis;0320_DIB_341.pdf;Fotos;0320_FOT_342.pdf;Mapa;0321_MAP_371.pdf;;;;;;;;;;
321;OLEGI;5;Crómlech (4);Ezkurra;"En la falda oriental del monte Olegi
Hoja cartográfica Nº: 90-5";Erasun;;595000;4772500;1000;43.0992703489353,-1.83259964858829;martes, 18 de abril de 1905;Juan Miguel Sansinenea;Siete formaciones circulares se distinguen en la parte más llana de Olegi. Aunque sólo cuatro pueden diferenciarse con claridad.;No se conoce;"Posiblemente exitan más formaciones circulares con menos definición. 
Igualmente se distingue otro en el collado formado entre Erakurri y Olegi, cercano y al W de la cima de Olegi, a 1042 m. de altura.
En cuanto al topónimo Erakurri, se ha recogido otro para el mismo lugar: Irakurri.";;11 Ezkurra - Bertiz Arana (Basaburua Menor);Fotos;0321_FOT_344.pdf;Mapa;0321_MAP_371.pdf;;;;;;;;;;;;
322;GARATAMA;1;Dolmen;Ituren;"500 m. al N de Ituren
Hoja cartográfica Nº: 90-2";Ituren;;605215;4776750;250;43.1361821441908,-1.70629725539976;sábado, 9 de mayo de 1987;Francisco Ondarra;Túmulo de 7 m. de diámetro y 0,3 m. de altura. Una losa de 0,3 m. de alto por 1 m. de largo por 0,1/0,05 m. de ancho. Orientado a 115º.;No se conoce;Bibliografía: Kobie, XVII - 1988.;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Croquis;0322_DIB_496.pdf;;;;;;;;;;;;;;
323;EPEINTZAKO KASKUA;1;Dolmen;Ituren;"A 1 km. al N de Ituren
Hoja cartográfica Nº: 90-2";Ituren;;605320;4777150;342;43.1397685683506,-1.70493051188881;sábado, 2 de mayo de 1987;Francisco Ondarra;"Túmulo de 8 m. de diámetro y 0,5 m. de altura. 
Losa W:  1,5 m. de largo por 1,16 m. de ancho y 0,15 m. grueso
Losa N:  0,95 m. de largo por 0,65 m. de ancho y 0,07 m. grueso
Losa E:  0,9 m. de largo por 0,4 m. de ancho y 0,15 m. grueso";No se conoce;Bibliografía: Kobie, XVII - 1988.;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Croquis;0323_DIB_495.pdf;;;;;;;;;;;;;;
324;ARRUTALA;1;Dolmen;Ituren;"A 1,1 km. al N de Ituren
Hoja cartográfica Nº: 90-2";Ituren;;605185;4777330;326;43.1414078060517,-1.70655596343844;sábado, 2 de mayo de 1987;Francisco Ondarra;"Túmulo rebajado sobre el que se pueden ver tres losas. 
Losa N:  0,3 m. de alto por 1,8 m. de largo y 0,15 m. grueso. Orientada a 80º.
Losa W:  0,85 m. de alto por 0,65 m. de largo y 0,14 m. grueso.
Losa 3:  0,7 m. de alto por 1,6 m. de largo y 0,17 m. grueso.
En las cercanías del túmulo se eleva un murete de piedras de 1,8 m. de largo y 0,85 m. de grueso y 0,7 m. de ancho.";No se conoce;Bibliografía: Kobie, XVII - 1988.;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Mapa;0322_MAP_369.pdf;Croquis;0324_DIB_494.pdf;;;;;;;;;;;;
325;AITZURRA;1;Dolmen;Ituren;"A 1,8 km. al N de Ituren
Hoja cartográfica Nº: 90-2";Ituren;;605000;4777800;490;43.145664706613,-1.70874125140946;miércoles, 29 de abril de 1987;Francisco Ondarra;"Túmulo de unos 8 m. de diámetro y 0,5 m. de altura, con 5 losas sobre el mismo.
Losa N:  0,75 m. de alto por 2 m. de largo y 0,15 m. grueso. 
Losa cabecera:  0,35 m. de alto por 0,11 m. de largo y 0,11 m. grueso.
Losa S:  0,3 m. de alto por 2,65 m. de largo y 0,1 m. grueso.
Cubierta: 1,55 m. de largo por 1,1 m. de ancho.
Orientación de la cámara: 115º.";No se conoce;Bibliografía: Kobie, XVII - 1988.;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Mapa 1;0326_MAP_368.pdf;Mapa 2;0322_MAP_369.pdf;Croquis;0325_DIB_492.pdf;;;;;;;;;;
326;ERDIKO XENDA;1;Dolmen;Ituren;"A 1,8 km. al N de Ituren
Hoja cartográfica Nº: 90-2";Ituren o Aurtiz;;604000;4778530;850;43.152374719454,-1.72089888464118;miércoles, 7 de octubre de 1987;Francisco Ondarra;"Túmulo de 4 m. de diámetro y 0,4 m. de altura, rodeado por un círculo de piedras. Consta de 5 losas:
Losa S:  0,9 m. de alto por 1,8 m. de largo y 0,1/0,15 m. grueso. 
Losa W:  0,1 m. de alto por 0,75 m. de largo y 0,07 m. grueso.
Losa 3:  0,85 m. de alto por 075 m. de largo y 0,08 m. grueso.
Cubierta: Entre 1,57 m. y 0,7 m. de ancho y 2,35 m. de largo y 0,1 m. de grosor.";No se conoce;Bibliografía: Kobie, XVII - 1988.;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Mapa;0326_MAP_368.pdf;Croquis;0326_DIB_493.pdf;;;;;;;;;;;;
328;BUZTIZKO LEPOA;13;Monolito;Aranaz (muga con Ituren);"Al SE del Mendieder (1072 m.)
Hoja cartográfica Nº: 90-2";Aurtiz;;603890;4779350;931;43.1597719667054,-1.72209760797685;;;;;;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Mapa;0326_MAP_368.pdf;Texto;0378_TEX_410.pdf;Mapa;0378_TEX_410.pdf;;;;;;;;;;
329;AMABURU;1;Dolmen;Narvarte;"Al W de la cima del monte Amaburu
Hoja cartográfica Nº: 90-3";Narvarte;;612220;4777950;425;43.1459787029941,-1.61994587978677;miércoles, 30 de diciembre de 1987;Francisco Ondarra?;Túmulo de piedras y tierra. Cámara con dos losas laterales. La losa E. bascula al interior de la cámara y ésta se estrecha hacia el N., donde aparecen dos pequeñas losas hincadas en la misma dirección, pero no alineadas. Al S. de la cámara y apoyada en el túmulo, hay una losa grande y al E. otra más pequeña. El lugar es muy pedregoso y tiene muchos helechos.;No se conoce;;;11 Ezkurra - Bertiz Arana (Basaburua Menor);Croquis;0329_DIB_345.pdf;Fotos;0329_FOT_346.pdf;Mapa;0333_MAP_370.pdf;;;;;;;;;;
